arm,configuration,case,ssim,psnr,mse
weighted,mean_n3,BraTS-GLI-01162-000,0.7749229669570923,21.446786880493164,0.007023519836366177
weighted,mean_n3,BraTS-GLI-01236-000,0.9713944792747498,23.600717544555664,0.004364436492323875
weighted,mean_n3,BraTS-GLI-01306-000,0.7519959211349487,16.65947914123535,0.01215466670691967
weighted,mean_n3,BraTS-GLI-01208-000,0.7168430089950562,18.46671485900879,0.009816504083573818
weighted,mean_n3,BraTS-GLI-00273-000,0.5512490272521973,17.475988388061523,0.017881378531455994
weighted,mean_n3,BraTS-GLI-01018-000,0.60346519947052,18.94144630432129,0.01276013907045126
weighted,mean_n3,BraTS-GLI-00400-000,0.7305572032928467,21.070470809936523,0.006774608511477709
weighted,mean_n3,BraTS-GLI-00613-000,0.5711602568626404,17.2439022064209,0.018862953409552574
weighted,mean_n3,BraTS-GLI-00241-000,0.6424898505210876,18.37224769592285,0.014547053724527359
weighted,mean_n3,BraTS-GLI-00504-000,0.8792961835861206,19.55327606201172,0.005593052599579096
weighted,mean_n3,BraTS-GLI-00608-000,0.7103464007377625,18.82530403137207,0.013105977326631546
weighted,median_n3,BraTS-GLI-00071-000,0.8491453528404236,17.649154663085938,0.017182430252432823
weighted,median_n3,BraTS-GLI-01302-000,0.9319905638694763,21.504655838012695,0.007071872241795063
weighted,median_n3,BraTS-GLI-00186-000,0.8106178045272827,15.281952857971191,0.017986690625548363
weighted,median_n3,BraTS-GLI-01266-000,0.7104535102844238,19.893325805664062,0.01024866383522749
weighted,median_n3,BraTS-GLI-00085-000,0.7628905773162842,19.180482864379883,0.011794647201895714
weighted,median_n3,BraTS-GLI-00386-000,0.7854090929031372,21.250381469726562,0.005300439428538084
weighted,median_n3,BraTS-GLI-01122-000,0.7831540107727051,17.179054260253906,0.01914672553539276
weighted,median_n3,BraTS-GLI-00204-000,0.5517454743385315,16.10818862915039,0.024500839412212372
weighted,median_n3,BraTS-GLI-01110-000,0.6841456294059753,17.803516387939453,0.016582433134317398
weighted,median_n3,BraTS-GLI-01171-000,0.876220703125,21.894683837890625,0.0064644478261470795
weighted,median_n3,BraTS-GLI-01490-000,0.8244180083274841,19.727720260620117,0.010647015646100044
weighted,median_n3,BraTS-GLI-00432-000,0.973368227481842,22.8907413482666,0.004455748479813337
weighted,median_n3,BraTS-GLI-01328-000,0.7652946710586548,18.433237075805664,0.014344196766614914
weighted,median_n3,BraTS-GLI-00694-001,0.6368958950042725,19.49762535095215,0.011226318776607513
weighted,median_n3,BraTS-GLI-01162-000,0.7639931440353394,21.22317123413086,0.007394626270979643
weighted,median_n3,BraTS-GLI-01236-000,0.9715152978897095,23.60347557067871,0.004361666273325682
weighted,median_n3,BraTS-GLI-01306-000,0.7350301146507263,16.296119689941406,0.01321530994027853
weighted,median_n3,BraTS-GLI-01208-000,0.7101992964744568,18.315214157104492,0.010161773301661015
weighted,median_n3,BraTS-GLI-00273-000,0.5415597558021545,17.264562606811523,0.018773430958390236
weighted,median_n3,BraTS-GLI-01018-000,0.5981462597846985,18.636777877807617,0.0136874346062541
weighted,median_n3,BraTS-GLI-00400-000,0.723057210445404,20.868927001953125,0.007096408866345882
weighted,median_n3,BraTS-GLI-00613-000,0.5696343183517456,17.01300811767578,0.019892947748303413
weighted,median_n3,BraTS-GLI-00241-000,0.6323010325431824,18.049985885620117,0.01566755399107933
weighted,median_n3,BraTS-GLI-00504-000,0.8784446120262146,19.59635353088379,0.005537847056984901
weighted,median_n3,BraTS-GLI-00608-000,0.709152102470398,18.6087703704834,0.013775993138551712
weighted,mean_n5,BraTS-GLI-00071-000,0.8472700715065002,17.72794532775879,0.016873512417078018
weighted,mean_n5,BraTS-GLI-01302-000,0.9331521391868591,21.495079040527344,0.007087481673806906
weighted,mean_n5,BraTS-GLI-00186-000,0.8291229605674744,15.884432792663574,0.015656137838959694
weighted,mean_n5,BraTS-GLI-01266-000,0.7182136178016663,20.234798431396484,0.009473711252212524
weighted,mean_n5,BraTS-GLI-00085-000,0.7784953117370605,19.752378463745117,0.01033913716673851
weighted,mean_n5,BraTS-GLI-00386-000,0.7907457947731018,21.50255012512207,0.005001216661185026
weighted,mean_n5,BraTS-GLI-01122-000,0.7979196310043335,17.71109390258789,0.016939105466008186
weighted,mean_n5,BraTS-GLI-00204-000,0.5590355396270752,16.26198959350586,0.023648351430892944
weighted,mean_n5,BraTS-GLI-01110-000,0.6957336068153381,18.384918212890625,0.014504681341350079
weighted,mean_n5,BraTS-GLI-01171-000,0.8790332078933716,22.177398681640625,0.006057035643607378
weighted,mean_n5,BraTS-GLI-01490-000,0.8301399946212769,20.104080200195312,0.009763194248080254
weighted,mean_n5,BraTS-GLI-00432-000,0.9740444421768188,22.95509910583496,0.004390203859657049
weighted,mean_n5,BraTS-GLI-01328-000,0.768631100654602,18.644254684448242,0.013663893565535545
weighted,mean_n5,BraTS-GLI-00694-001,0.6553476452827454,19.830860137939453,0.010397140868008137
weighted,mean_n5,BraTS-GLI-01162-000,0.7826793193817139,21.603561401367188,0.006774504203349352
weighted,mean_n5,BraTS-GLI-01236-000,0.9709747433662415,23.500598907470703,0.004466218873858452
weighted,mean_n5,BraTS-GLI-01306-000,0.749948263168335,16.847379684448242,0.011640012264251709
weighted,mean_n5,BraTS-GLI-01208-000,0.7256332635879517,18.79896354675293,0.009075317531824112
weighted,mean_n5,BraTS-GLI-00273-000,0.5641460418701172,17.926809310913086,0.016118289902806282
weighted,mean_n5,BraTS-GLI-01018-000,0.6025071740150452,19.014497756958008,0.012547298334538937
weighted,mean_n5,BraTS-GLI-00400-000,0.7352094054222107,21.223766326904297,0.006539653055369854
weighted,mean_n5,BraTS-GLI-00613-000,0.5639798641204834,17.54533576965332,0.017598118633031845
weighted,mean_n5,BraTS-GLI-00241-000,0.654869019985199,18.59093475341797,0.013832680881023407
weighted,mean_n5,BraTS-GLI-00504-000,0.8782928586006165,19.581907272338867,0.005556299351155758
weighted,mean_n5,BraTS-GLI-00608-000,0.7300588488578796,19.479963302612305,0.011272069998085499
weighted,median_n5,BraTS-GLI-00071-000,0.8479552865028381,17.705461502075195,0.01696109026670456
weighted,median_n5,BraTS-GLI-01302-000,0.9326158165931702,21.502483367919922,0.0070754108019173145
weighted,median_n5,BraTS-GLI-00186-000,0.8233892917633057,15.888141632080078,0.01564277522265911
weighted,median_n5,BraTS-GLI-01266-000,0.7114958763122559,20.06390380859375,0.009853928349912167
weighted,median_n5,BraTS-GLI-00085-000,0.7748125195503235,19.58690071105957,0.01074059959501028
weighted,median_n5,BraTS-GLI-00386-000,0.7866235971450806,21.304378509521484,0.005234957672655582
weighted,median_n5,BraTS-GLI-01122-000,0.7865402102470398,17.273826599121094,0.018733428791165352
weighted,median_n5,BraTS-GLI-00204-000,0.5598697066307068,16.201940536499023,0.0239776149392128
weighted,median_n5,BraTS-GLI-01110-000,0.6919611692428589,18.01309585571289,0.01580120623111725
weighted,median_n5,BraTS-GLI-01171-000,0.877044677734375,21.97866439819336,0.00634064432233572
weighted,median_n5,BraTS-GLI-01490-000,0.8282730579376221,20.074312210083008,0.00983034260571003
weighted,median_n5,BraTS-GLI-00432-000,0.9736754894256592,22.92768096923828,0.004418008029460907
weighted,median_n5,BraTS-GLI-01328-000,0.7644540071487427,18.57962417602539,0.013868756592273712
weighted,median_n5,BraTS-GLI-00694-001,0.6461747884750366,19.528528213500977,0.011146719567477703
weighted,median_n5,BraTS-GLI-01162-000,0.7752642631530762,21.521747589111328,0.0069033307954669
weighted,median_n5,BraTS-GLI-01236-000,0.9720066785812378,23.510211944580078,0.004456345457583666
weighted,median_n5,BraTS-GLI-01306-000,0.7387340068817139,16.656085968017578,0.012164206244051456
weighted,median_n5,BraTS-GLI-01208-000,0.7184306979179382,18.571231842041016,0.009596029296517372
weighted,median_n5,BraTS-GLI-00273-000,0.5547472834587097,17.8337459564209,0.01646740920841694
weighted,median_n5,BraTS-GLI-01018-000,0.6047275066375732,18.7595272064209,0.013305990025401115
weighted,median_n5,BraTS-GLI-00400-000,0.7312102317810059,21.1101131439209,0.006713051348924637
weighted,median_n5,BraTS-GLI-00613-000,0.5656551122665405,17.34288215637207,0.018437914550304413
weighted,median_n5,BraTS-GLI-00241-000,0.6467785835266113,18.285432815551758,0.014840773306787014
weighted,median_n5,BraTS-GLI-00504-000,0.8776828646659851,19.5856876373291,0.0055514671839773655
weighted,median_n5,BraTS-GLI-00608-000,0.7235568165779114,19.02861785888672,0.012506567873060703
