case,ssim,psnr,mse,mae,msle,psnr_01,psnr_01_eps,psnr_eps,rmse
BraTS-GLI-01055-000,0.6955052614212036,16.89317512512207,0.020449481904506683,0.09865432232618332,0.008506176993250847,16.89317512512207,16.893177032470703,16.893177032470703,0.14300169050693512
BraTS-GLI-01079-000,0.4807805120944977,14.432297706604004,0.03603878617286682,0.1363745480775833,0.014524619095027447,14.432297706604004,14.432297706604004,14.432297706604004,0.18983884155750275
BraTS-GLI-01105-000,0.5345293283462524,17.167129516601562,0.019199369475245476,0.09414553642272949,0.007869242690503597,17.167129516601562,17.167131423950195,17.167131423950195,0.13856178522109985
BraTS-GLI-01109-000,0.8144420981407166,15.697863578796387,0.013474853709340096,0.07961659878492355,0.004633227828890085,18.70475959777832,18.70475959777832,15.697671890258789,0.11608123779296875
BraTS-GLI-01121-000,0.9697099328041077,17.60055923461914,0.00905440840870142,0.0772763192653656,0.003445677226409316,20.431398391723633,20.431400299072266,17.60055923461914,0.09515465795993805
BraTS-GLI-01132-000,0.5413612127304077,16.427228927612305,0.02276548556983471,0.10601060837507248,0.00849937368184328,16.427228927612305,16.427230834960938,16.427230834960938,0.15088236331939697
BraTS-GLI-01174-000,0.9827429056167603,16.39016342163086,0.0041902679949998856,0.05576811358332634,0.0011572272051125765,23.77758026123047,23.7775821685791,16.3895263671875,0.06473227590322495
BraTS-GLI-01184-000,0.7957755923271179,19.423648834228516,0.011419180780649185,0.06354479491710663,0.00520749669522047,19.423648834228516,19.42365074157715,19.42365074157715,0.10686057060956955
BraTS-GLI-01190-000,0.960483729839325,22.664749145507812,0.0025391678791493177,0.039869021624326706,0.0008107437752187252,25.95308494567871,25.95308494567871,22.664749145507812,0.05039015784859657
BraTS-GLI-01191-000,0.672523558139801,18.322025299072266,0.014716257341206074,0.0859895572066307,0.00553390197455883,18.322025299072266,18.322025299072266,18.322025299072266,0.12131058424711227
BraTS-GLI-01215-000,0.8815121650695801,18.94345474243164,0.012754237279295921,0.07782214134931564,0.005425712093710899,18.94345474243164,18.94345474243164,18.94345474243164,0.1129346564412117
BraTS-GLI-01229-000,0.9598495960235596,16.35890007019043,0.011094962246716022,0.08278980106115341,0.003797912737354636,19.54874038696289,19.548742294311523,16.358901977539062,0.1053326278924942
BraTS-GLI-01231-000,0.9526561498641968,19.657957077026367,0.004877083003520966,0.05010763183236122,0.0025954439770430326,23.118396759033203,23.118398666381836,19.657958984375,0.06983611732721329
BraTS-GLI-01245-000,0.9430139064788818,19.08718490600586,0.006298694759607315,0.05718931183218956,0.00203923461958766,22.00749397277832,22.00749397277832,19.08493423461914,0.07936431467533112
BraTS-GLI-01263-000,0.9499574303627014,18.492860794067383,0.007387605961412191,0.06569314748048782,0.003528366331011057,21.314960479736328,21.31496238708496,18.492862701416016,0.08595118671655655
BraTS-GLI-01269-000,0.755939245223999,19.281299591064453,0.011799675412476063,0.07049700617790222,0.0044889976270496845,19.281299591064453,19.281299591064453,19.281299591064453,0.10862631350755692
BraTS-GLI-01282-000,0.864638090133667,17.131723403930664,0.00815607700496912,0.06295272707939148,0.002646679524332285,20.88518524169922,20.88518524169922,17.131725311279297,0.09031099826097488
BraTS-GLI-01288-000,0.5006335973739624,17.832731246948242,0.0164712592959404,0.09173376858234406,0.007687142118811607,17.832731246948242,17.832733154296875,17.832733154296875,0.12834040820598602
BraTS-GLI-01313-000,0.8681265115737915,19.887767791748047,0.0038467333652079105,0.04637008532881737,0.0011413650354370475,24.149078369140625,24.149078369140625,19.887582778930664,0.06202203780412674
BraTS-GLI-01330-000,0.6898803114891052,17.910247802734375,0.016179872676730156,0.07956189662218094,0.006588679272681475,17.910247802734375,17.910249710083008,17.910249710083008,0.12720012664794922
BraTS-GLI-01332-000,0.9599732160568237,20.195613861083984,0.005099514964967966,0.05511518940329552,0.0021678050979971886,22.92470932006836,22.924711227416992,20.18994140625,0.0714108869433403
BraTS-GLI-01357-000,0.9140825867652893,17.812772750854492,0.009625253267586231,0.07216812670230865,0.003356070490553975,20.165876388549805,20.165878295898438,17.81277084350586,0.09810837358236313
BraTS-GLI-01389-000,0.8828610181808472,15.92774772644043,0.010353172197937965,0.07039294391870499,0.003323187120258808,19.84926414489746,19.849266052246094,15.927748680114746,0.10175053775310516
BraTS-GLI-01425-000,0.692516565322876,18.96876335144043,0.01268012821674347,0.07472261786460876,0.0049128406681120396,18.96876335144043,18.96876335144043,18.96876335144043,0.11260607838630676
BraTS-GLI-01439-000,0.8364092707633972,18.41050910949707,0.005885719321668148,0.052423976361751556,0.001733380020596087,22.302003860473633,22.302005767822266,18.410511016845703,0.07671844214200974
BraTS-GLI-01447-000,0.9908309578895569,18.506946563720703,0.0012881116708740592,0.027636514976620674,0.0003854332317132503,28.900463104248047,28.900466918945312,18.478782653808594,0.03589027374982834
